County,incident_acres_burned,incident_longitude,incident_latitude,Date,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Max Rel Hum (%),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F),Year,Population,Density,Land Area (mi),None,D0,D1,D2,D3,D4,Temp Difference,Avg Temperature (F),Wind Speed to Wind Run Ratio,Precip to Solar Rad Ratio,Weather Intensity,Dew Point,Month,Day
amador,45.0,-120.8416,38.5212,2016-09-23,0.17,0.0,464.0,6.2,46.35,25.9,70.0,3.4,81.3,65.9,2016,37383.0,62.82857142857143,595.0,0.0,100.0,100.0,92.63,0.0,0.0,25.9,46.35,0.041820418204182,0.0,119.75,40.35,9,23
tuolumne,1080.0,-120.32484,37.79635,2016-09-26,0.195,0.0,491.5,6.85,47.075,28.15000000000001,68.0,5.05,121.05,68.75,2016,53804.0,24.22512381809996,2221.0,0.0,100.0,100.0,100.0,99.59,6.76,28.15000000000001,47.075,0.0417182982238744,0.0,120.125,40.675,9,26
fresno,70.0,-119.5327,36.6543,2016-09-23,0.22,0.0,519.0,7.5,47.8,30.40000000000001,66.0,6.7,160.8,71.6,2016,979915.0,164.47045988586774,5958.0,0.0,100.0,100.0,100.0,100.0,60.94,30.40000000000001,47.8,0.0416666666666666,0.0,120.5,41.0,9,23
shasta,100.0,-121.93923,40.0,2016-09-25,0.18,0.0,479.0,7.9,55.52499999999999,13.250000000000009,74.0,4.4,105.7,58.9,2016,179631.0,47.57176906779661,3776.0,0.0,100.0,16.68,0.0,0.0,0.0,13.250000000000009,55.52499999999999,0.0416272469252601,0.0,133.92499999999998,50.32499999999999,9,25
sonoma,1547.0,-122.82895,38.80017,2016-09-25,0.19,0.0,461.0,9.6,61.575,16.950000000000003,92.0,2.8,67.3,63.3,2016,503070.0,319.4095238095238,1575.0,0.0,100.0,3.45,0.0,0.0,0.0,16.950000000000003,61.575,0.0416047548291233,0.0,156.375,59.975,9,25
plumas,248.0,-121.32,39.92,2016-09-26,0.195,0.0,465.5,9.55,62.462500000000006,21.225,84.5,2.9,69.8,65.75,2016,1211236.0,903.0827634539488,1433.0,0.0,100.0,100.0,15.5,0.0,0.0,21.225,62.462500000000006,0.0415472779369627,0.0,149.8625,59.3625,9,26
santa clara,4474.0,-121.85318,37.10632,2016-09-26,0.2,0.0,470.0,9.5,63.35,25.499999999999982,77.0,3.0,72.3,68.2,2016,1919402.0,1486.7560030983734,1291.0,0.0,100.0,82.31,70.93,41.7,0.0,25.499999999999982,63.35,0.0414937759336099,0.0,143.35,58.75,9,26
fresno,2100.0,-119.25959,36.94536,2016-10-11,0.16,0.0,421.0,10.7,45.425,41.05,75.0,6.0,144.6,68.9,2016,979915.0,164.47045988586774,5958.0,0.0,100.0,100.0,100.0,100.0,60.94,41.05,45.425,0.0414937759336099,0.0,126.425,40.425,10,11
el dorado,176.0,-120.10744,38.93449,2016-10-14,0.01,0.89,39.0,11.7,29.675,49.55,93.0,7.1,169.9,59.5,2016,185625.0,108.67974238875878,1708.0,0.0,100.0,100.0,40.39,0.0,0.0,49.55,29.675,0.0417892878163625,0.0228205128205128,130.665,28.275,10,14
san diego,28.0,-117.158475,33.254355,2016-11-13,0.15,0.0,325.0,10.8,56.55,45.49999999999999,56.0,3.8,91.1,65.7,2016,3317749.0,788.0638954869358,4210.0,0.0,100.0,100.0,100.0,66.61,0.0,45.49999999999999,56.55,0.0417124039517014,0.0,116.35,47.75,11,13
los angeles,4824.0,-118.335,34.31,2016-11-14,0.11,0.0,317.0,8.7,53.575,38.95,63.0,1.9,45.3,61.6,2016,10137915.0,2497.0233990147785,4060.0,0.0,100.0,100.0,100.0,100.0,85.59,38.95,53.575,0.0419426048565121,0.0,118.475,46.175,11,14
tulare,10.0,-118.551,36.217,2016-10-20,0.11,0.0,355.0,11.0,47.72500000000001,29.249999999999996,84.0,2.4,58.5,67.2,2016,460437.0,95.4471393034826,4824.0,0.0,100.0,100.0,100.0,100.0,95.7,29.249999999999996,47.72500000000001,0.041025641025641,0.0,134.12500000000003,44.525000000000006,10,20
tulare,4347.0,-118.551,35.984,2016-10-29,0.09,0.02,313.0,15.9,43.7,39.8,95.0,2.3,56.2,71.0,2016,460437.0,95.4471393034826,4824.0,0.0,100.0,100.0,100.0,100.0,95.7,39.8,43.7,0.0409252669039145,6.389776357827476e-05,141.02,42.7,10,29
fresno,30.0,-119.94083,35.92436,2018-04-12,0.24,0.0,624.0,6.4,36.25,34.9,73.0,12.2,291.6,62.7,2018,991950.0,166.49043303121854,5958.0,7.62,92.38,43.2,0.0,0.0,0.0,34.9,36.25,0.041838134430727,0.0,121.45,30.85,4,12
butte,0.0,-121.55633,39.51158,2017-02-07,0.04,0.65,160.0,14.7,34.599999999999994,45.99999999999999,95.0,8.7,208.0,53.6,2017,229294.0,140.15525672371638,1636.0,100.0,0.0,0.0,0.0,0.0,0.0,45.99999999999999,34.599999999999994,0.041826923076923,0.0040625,138.95,33.599999999999994,2,7
shasta,45.0,-121.85645,40.48712,2017-04-03,0.14,0.0,537.0,4.9,37.475,19.55,76.0,3.2,77.1,50.9,2017,179921.0,47.64856991525424,3776.0,100.0,0.0,0.0,0.0,0.0,0.0,19.55,37.475,0.0415045395590142,0.0,116.675,32.675000000000004,4,3
modoc,380.0,-120.58342,41.16716,2017-04-03,0.14,0.0,565.0,4.1,33.925,11.249999999999991,87.0,4.1,98.4,47.2,2017,1301593.5,191.89655573027244,5492.5,100.0,0.0,0.0,0.0,0.0,0.0,11.249999999999991,33.925,0.0416666666666666,0.0,125.025,31.325,4,3
riverside,15.0,-116.08003,33.56777,2017-04-13,0.16,0.0,444.0,10.6,38.95,42.7,80.0,4.9,118.7,63.8,2017,2423266.0,336.1445415452906,7209.0,46.99,53.01,1.7,0.0,0.0,0.0,42.7,38.95,0.0412805391743892,0.0,123.85,34.95,4,13
fresno,4532.0,-120.26561,36.07228,2017-04-20,0.28,0.0,645.0,8.5,43.175,34.95,74.0,12.0,287.4,60.4,2017,989255.0,166.0381000335683,5958.0,78.84,21.16,0.0,0.0,0.0,0.0,34.95,43.175,0.0417536534446764,0.0,129.175,37.975,4,20
monterey,10.0,-121.34695,36.44141,2017-04-24,0.2,0.0,561.0,11.1,39.775,36.55,88.0,9.9,238.8,62.2,2017,437907.0,133.42687385740402,3282.0,73.75,26.25,0.0,0.0,0.0,0.0,36.55,39.775,0.0414572864321608,0.0,137.675,37.375,4,24
fresno,750.0,-120.206592,36.530836,2017-04-28,0.38,0.0,702.0,5.1,46.1,30.200000000000003,61.0,15.1,362.4,60.7,2017,989255.0,166.0381000335683,5958.0,78.84,21.16,0.0,0.0,0.0,0.0,30.200000000000003,46.1,0.0416666666666666,0.0,122.2,38.3,4,28
fresno,126.0,-120.6585,36.5355,2017-04-29,0.28,0.0,669.0,5.6,47.975,29.35,48.0,8.3,198.1,60.6,2017,989255.0,166.0381000335683,5958.0,78.84,21.16,0.0,0.0,0.0,0.0,29.35,47.975,0.0418980312973245,0.0,104.275,37.575,4,29
san bernardino,150.0,-117.45646,34.30104,2017-04-30,0.26,0.0,693.0,3.4,51.075,19.550000000000004,35.0,4.9,117.8,59.4,2017,2157404.0,107.5046840741479,20068.0,86.21,13.79,1.09,0.0,0.0,0.0,19.550000000000004,51.075,0.0415959252971137,0.0,90.975,38.075,4,30
riverside,1350.0,-117.30693,34.00566,2017-04-30,0.27,0.0,627.0,5.9,51.925,33.24999999999999,50.0,4.5,106.8,66.3,2017,2423266.0,336.1445415452906,7209.0,46.99,53.01,1.7,0.0,0.0,0.0,33.24999999999999,51.925,0.0421348314606741,0.0,106.425,41.925,4,30
riverside,12.0,-117.5048,33.7866,2017-04-30,0.27,0.0,627.0,5.9,51.925,33.24999999999999,50.0,4.5,106.8,66.3,2017,2423266.0,336.1445415452906,7209.0,46.99,53.01,1.7,0.0,0.0,0.0,33.24999999999999,51.925,0.0421348314606741,0.0,106.425,41.925,4,30
kern,19.0,-118.30601,35.71704,2017-05-01,0.24,0.0,593.0,12.9,50.225,49.05,83.0,3.7,89.3,67.2,2017,893119.0,109.78721573448064,8135.0,61.76,38.24,3.5,0.0,0.0,0.0,49.05,50.225,0.0414333706606942,0.0,136.92499999999998,46.825,5,1
san luis obispo,130.0,-120.22647,35.78286,2017-05-02,0.25,0.0,631.0,13.5,51.2,48.8,81.0,3.8,92.3,65.6,2017,283405.0,85.85428657982429,3301.0,4.03,95.97,8.13,0.0,0.0,0.0,48.8,51.2,0.0411700975081256,0.0,136.0,47.4,5,2
san luis obispo,12.0,-120.3317,35.6879,2017-05-07,0.04,0.33,212.0,11.8,32.575,42.95,97.0,2.3,55.4,62.6,2017,283405.0,85.85428657982429,3301.0,4.03,95.97,8.13,0.0,0.0,0.0,42.95,32.575,0.0415162454873646,0.0015566037735849,132.205,31.975,5,7
fresno,400.0,-120.2445,36.45491,2017-05-10,0.24,0.0,661.0,11.4,50.12500000000001,36.85000000000001,75.0,4.8,115.0,66.5,2017,989255.0,166.0381000335683,5958.0,78.55,21.45,0.0,0.0,0.0,0.0,36.85000000000001,50.12500000000001,0.0417391304347826,0.0,129.925,45.12500000000001,5,10
kern,31.0,-118.4683,35.60001,2017-05-12,0.11,0.0,300.0,10.1,35.97500000000001,41.74999999999999,85.0,5.2,123.8,74.4,2017,893119.0,109.78721573448064,8135.0,61.27,38.73,3.5,0.0,0.0,0.0,41.74999999999999,35.97500000000001,0.0420032310177706,0.0,126.175,32.97500000000001,5,12
merced,1733.0,-120.89261,36.96655,2017-05-12,0.16,0.0,685.0,7.3,41.47500000000001,34.74999999999999,67.0,9.8,234.7,68.9,2017,272673.0,140.69814241486068,1938.0,90.95,9.05,0.0,0.0,0.0,0.0,34.74999999999999,41.47500000000001,0.0417554324669791,0.0,118.275,34.87500000000001,5,12
monterey,20.0,-120.92482,35.77082,2017-05-14,0.21,0.0,619.0,8.8,40.775,24.55,93.0,7.9,190.6,66.3,2017,437907.0,133.42687385740402,3282.0,74.05,25.95,0.0,0.0,0.0,0.0,24.55,40.775,0.0414480587618048,0.0,141.675,39.375,5,14
riverside,17.0,-116.99229,33.88466,2017-05-14,0.19,0.0,583.0,12.0,42.150000000000006,39.1,82.0,5.0,119.5,68.3,2017,2423266.0,336.1445415452906,7209.0,46.57,53.43,1.7,0.0,0.0,0.0,39.1,42.150000000000006,0.0418410041841004,0.0,129.15,38.55,5,14
kern,41.0,-118.90004,35.05076,2017-05-14,0.22,0.0,645.0,7.9,43.575,28.950000000000003,88.0,4.4,106.2,71.6,2017,893119.0,109.78721573448064,8135.0,61.27,38.73,3.5,0.0,0.0,0.0,28.950000000000003,43.575,0.0414312617702448,0.0,135.975,41.175,5,14
san luis obispo,225.0,-119.87525,35.21177,2017-05-15,0.12,0.0,444.0,10.7,34.875,38.35,90.0,3.1,74.1,62.7,2017,283405.0,85.85428657982429,3301.0,4.03,95.97,8.13,0.0,0.0,0.0,38.35,34.875,0.0418353576248313,0.0,127.975,32.875,5,15
kern,288.0,-118.84466,35.41283,2017-05-15,0.2,0.0,547.0,8.7,41.475,39.55,79.0,4.6,111.2,71.4,2017,893119.0,109.78721573448064,8135.0,61.27,38.73,3.5,0.0,0.0,0.0,39.55,41.475,0.0413669064748201,0.0,125.075,37.27499999999999,5,15
monterey,18.0,-120.86682,36.1727,2017-05-16,0.21,0.0,603.0,10.5,42.725,28.450000000000003,87.0,8.2,197.2,65.6,2017,437907.0,133.42687385740402,3282.0,74.05,25.95,0.0,0.0,0.0,0.0,28.450000000000003,42.725,0.0415821501014198,0.0,137.92499999999998,40.125,5,16
monterey,17.0,-120.94328,36.2771,2017-05-17,0.26,0.0,709.0,10.0,45.025000000000006,32.65,87.0,9.3,223.3,65.8,2017,437907.0,133.42687385740402,3282.0,74.05,25.95,0.0,0.0,0.0,0.0,32.65,45.025000000000006,0.0416480071652485,0.0,141.32500000000002,42.425,5,17
madera,150.0,-119.79315,36.90967,2017-05-17,0.25,0.0,628.0,9.7,44.725,36.45,84.0,7.2,173.3,68.3,2017,156890.0,73.41600374356575,2137.0,100.0,0.0,0.0,0.0,0.0,0.0,36.45,44.725,0.0415464512406231,0.0,135.92499999999998,41.525,5,17
san luis obispo,225.0,-120.76464,35.34541,2017-05-18,0.23,0.0,672.0,11.1,48.425,32.650000000000006,92.0,4.2,101.7,63.6,2017,283405.0,85.85428657982429,3301.0,4.03,95.97,8.13,0.0,0.0,0.0,32.650000000000006,48.425,0.0412979351032448,0.0,144.625,46.825,5,18
fresno,10000.0,-120.37116,36.12089,2017-05-18,0.31,0.0,720.0,7.2,49.875,26.75,65.0,7.6,182.8,63.1,2017,989255.0,166.0381000335683,5958.0,78.55,21.45,0.0,0.0,0.0,0.0,26.75,49.875,0.0415754923413566,0.0,122.475,42.875,5,18
kings,20.0,-119.91508,35.983,2017-05-18,0.3,0.0,745.0,8.3,50.85,29.300000000000004,63.0,6.1,146.5,64.5,2017,150101.0,107.90869877785764,1391.0,84.25,15.75,0.0,0.0,0.0,0.0,29.300000000000004,50.85,0.0416382252559726,0.0,119.95,43.45,5,18
riverside,14.0,-117.44148,33.97155,2017-05-18,0.22,0.0,480.0,11.8,47.9625,32.625000000000014,100.0,6.0,143.0,66.3,2017,2423266.0,336.1445415452906,7209.0,46.57,53.43,1.7,0.0,0.0,0.0,32.625000000000014,47.9625,0.0419580419580419,0.0,153.9625,47.9625,5,18
fresno,70.0,-120.5828,36.60736,2017-05-19,0.28,0.0,704.0,8.0,54.675,29.55,61.0,4.5,107.4,64.2,2017,989255.0,166.0381000335683,5958.0,78.55,21.45,0.0,0.0,0.0,0.0,29.55,54.675,0.0418994413407821,0.0,120.175,46.87500000000001,5,19
san luis obispo,0.0,-120.80411,35.85253,2017-05-19,0.25,0.0,675.0,10.4,50.125,37.25,75.0,2.9,69.5,64.2,2017,283405.0,85.85428657982429,3301.0,4.03,95.97,8.13,0.0,0.0,0.0,37.25,50.125,0.0417266187050359,0.0,128.025,45.125,5,19
san diego,486.0,-117.32348,33.3906,2017-05-19,0.28,0.02,758.0,10.8,51.325,37.65,94.0,4.4,106.6,67.7,2017,3337685.0,792.7992874109264,4210.0,0.0,100.0,17.4,0.0,0.0,0.0,37.65,51.325,0.0412757973733583,2.6385224274406334e-05,149.745,50.125,5,19
san diego,2056.0,-116.80527,32.65597,2017-05-20,0.27,0.0,731.0,11.7,53.075,41.95,86.0,4.8,114.9,68.3,2017,3337685.0,792.7992874109264,4210.0,0.0,100.0,17.4,0.0,0.0,0.0,41.95,53.075,0.04177545691906,0.0,143.875,50.275,5,20
san luis obispo,17.0,-120.474,35.556667,2017-05-20,0.24,0.0,674.0,13.1,50.7,35.00000000000001,93.0,2.5,60.4,64.9,2017,283405.0,85.85428657982429,3301.0,4.03,95.97,8.13,0.0,0.0,0.0,35.00000000000001,50.7,0.0413907284768211,0.0,146.2,49.3,5,20
kern,506.0,-118.85896,35.4605,2017-05-20,0.28,0.0,697.0,11.6,55.7,35.4,73.0,4.1,99.4,73.5,2017,893119.0,109.78721573448064,8135.0,61.27,38.73,3.5,0.0,0.0,0.0,35.4,55.7,0.0412474849094567,0.0,132.79999999999998,50.3,5,20
riverside,10.0,-117.17773,33.94673,2017-05-23,0.25,0.0,625.0,15.4,53.925,44.05,88.0,4.1,97.8,71.7,2017,2423266.0,336.1445415452906,7209.0,46.57,53.43,1.7,0.0,0.0,0.0,44.05,53.925,0.041922290388548,0.0,146.025,51.525000000000006,5,23
santa barbara,190.0,-119.8036,34.9465,2017-05-20,0.28,0.0,663.0,9.5,58.975,18.15,83.0,4.4,105.5,71.5,2017,448150.0,163.91733723482076,2734.0,0.0,100.0,99.67,0.0,0.0,0.0,18.15,58.975,0.0417061611374407,0.0,146.375,55.575,5,20
san diego,25.0,-116.29296,32.679,2017-05-24,0.22,0.0,715.0,16.4,42.05,50.1,99.0,4.3,103.9,70.9,2017,3337685.0,792.7992874109264,4210.0,0.0,100.0,17.39,0.0,0.0,0.0,50.1,42.05,0.0413859480269489,0.0,145.35000000000002,41.85,5,24
san benito,21.0,-120.99552,36.35578,2017-05-22,0.23,0.0,676.0,12.6,51.425,28.249999999999996,95.0,3.3,79.7,66.2,2017,60310.0,43.419726421886246,1389.0,16.88,83.12,0.0,0.0,0.0,0.0,28.249999999999996,51.425,0.041405269761606,0.0,149.72500000000002,50.425,5,22
riverside,35.0,-117.20507,33.96419,2017-05-21,0.29,0.0,650.0,9.5,55.125,42.05,50.0,4.6,110.4,69.0,2017,2423266.0,336.1445415452906,7209.0,46.57,53.43,1.7,0.0,0.0,0.0,42.05,55.125,0.0416666666666666,0.0,109.725,45.125,5,21
san diego,1000.0,-117.39818,33.34988,2017-05-25,0.2,0.0,607.0,12.9,38.225,52.65,80.0,4.9,117.5,70.2,2017,3337685.0,792.7992874109264,4210.0,0.0,100.0,17.39,0.0,0.0,0.0,52.65,38.225,0.0417021276595744,0.0,123.125,34.224999999999994,5,25
riverside,120.0,-116.99651,33.88287,2017-05-25,0.2,0.0,614.0,13.8,38.2,49.6,94.0,5.8,140.2,70.6,2017,2423266.0,336.1445415452906,7209.0,46.57,53.43,1.7,0.0,0.0,0.0,49.6,38.2,0.0413694721825962,0.0,138.0,37.0,5,25
kern,10.0,-118.35296,34.87128,2017-05-28,0.25,0.0,688.0,15.3,51.55,40.3,95.0,3.6,86.9,73.4,2017,893119.0,109.78721573448064,8135.0,61.27,38.73,3.5,0.0,0.0,0.0,40.3,51.55,0.0414269275028768,0.0,150.15,50.55,5,28
fresno,16.0,-119.58292,36.96642,2017-05-28,0.29,0.0,709.0,12.2,51.925,40.85,73.0,7.2,172.0,68.0,2017,989255.0,166.0381000335683,5958.0,78.55,21.45,0.0,0.0,0.0,0.0,40.85,51.925,0.041860465116279,0.0,132.125,46.525,5,28
riverside,48.0,-116.07429,33.58577,2017-05-28,0.23,0.0,644.0,14.5,50.55,36.3,93.0,4.2,99.9,70.3,2017,2423266.0,336.1445415452906,7209.0,46.57,53.43,1.7,0.0,0.0,0.0,36.3,50.55,0.042042042042042,0.0,147.75,49.150000000000006,5,28
calaveras,15.0,-120.83484,38.19906,2017-05-28,0.26,0.0,676.5,13.35,51.2375,38.575,83.0,5.7,135.95,69.15,2017,45670.0,44.77450980392157,1020.0,100.0,0.0,0.0,0.0,0.0,0.0,38.575,51.2375,0.0419271791099669,0.0,139.9375,47.837500000000006,5,28
fresno,18.0,-120.7109,36.61332,2017-05-28,0.29,0.0,709.0,12.2,51.925,40.85,73.0,7.2,172.0,68.0,2017,989255.0,166.0381000335683,5958.0,78.55,21.45,0.0,0.0,0.0,0.0,40.85,51.925,0.041860465116279,0.0,132.125,46.525,5,28
san bernardino,16.0,-116.55326,34.04412,2017-05-29,0.29,0.0,691.0,6.7,56.075,33.95,50.0,5.0,119.6,65.3,2017,2157404.0,107.5046840741479,20068.0,86.08,13.92,1.09,0.0,0.0,0.0,33.95,56.075,0.0418060200668896,0.0,111.075,46.075,5,29
tulare,79.0,-119.00334,35.89423,2017-05-31,0.13,0.0,397.0,11.9,40.85,51.3,72.0,3.3,79.4,78.2,2017,464493.0,96.28793532338308,4824.0,100.0,0.0,0.0,0.0,0.0,0.0,51.3,40.85,0.0415617128463476,0.0,116.15,35.24999999999999,5,31
yuba,10.0,-121.376,39.23205,2017-05-29,0.22,0.0,635.0,18.1,52.175,42.55,96.0,3.2,76.3,71.9,2017,77031.0,121.88449367088609,632.0,100.0,0.0,0.0,0.0,0.0,0.0,42.55,52.175,0.0419397116644823,0.0,151.375,51.37500000000001,5,29
sacramento,68.0,-121.11113,38.33707,2017-06-01,0.24,0.0,724.0,15.7,50.05,41.7,91.0,3.7,88.2,74.1,2017,1530615.0,1586.1295336787564,965.0,100.0,0.0,0.0,0.0,0.0,0.0,41.7,50.05,0.0419501133786848,0.0,144.75,48.25000000000001,6,1
riverside,26.0,-116.59719,33.94788,2017-06-01,0.17,0.0,529.0,17.2,42.725,50.45,100.0,4.8,114.9,70.6,2017,2423266.0,336.1445415452906,7209.0,46.57,53.43,1.7,0.0,0.0,0.0,50.45,42.725,0.04177545691906,0.0,147.525,42.725,6,1
kern,16.0,-119.2877,35.188,2017-06-02,0.26,0.0,690.0,16.7,52.375,44.95,92.0,3.7,88.5,75.6,2017,893119.0,109.78721573448064,8135.0,61.27,38.73,3.5,0.0,0.0,0.0,44.95,52.375,0.0418079096045197,0.0,148.075,50.775,6,2
modoc,42.0,-120.53443,41.38247,2017-06-03,0.21,0.0,575.0,9.7,46.77499999999999,29.750000000000007,93.0,3.9,94.4,65.4,2017,1658192.5,222.96587863988563,7672.0,100.0,0.0,0.0,0.0,0.0,0.0,29.750000000000007,46.77499999999999,0.0413135593220338,0.0,143.67499999999998,45.37499999999999,6,3
riverside,27.0,-116.96079,33.82165,2017-06-03,0.24,0.0,638.0,17.8,52.775000000000006,43.35,99.0,4.1,99.2,72.7,2017,2423266.0,336.1445415452906,7209.0,46.57,53.43,1.7,0.0,0.0,0.0,43.35,52.775000000000006,0.0413306451612903,0.0,155.875,52.575,6,3
los angeles,25.0,-118.37539,34.29931,2017-06-03,0.22,0.0,672.0,19.4,49.74999999999999,45.89999999999999,100.0,2.7,65.4,66.6,2017,10163507.0,2503.32684729064,4060.0,0.0,100.0,53.64,1.41,0.0,0.0,45.89999999999999,49.74999999999999,0.0412844036697247,0.0,152.45,49.74999999999999,6,3
kern,33.0,-118.4642,35.60633,2017-06-04,0.29,0.0,700.0,12.4,54.725,46.45,81.0,4.5,107.0,77.4,2017,893119.0,109.78721573448064,8135.0,61.27,38.73,3.5,0.0,0.0,0.0,46.45,54.725,0.0420560747663551,0.0,140.225,50.925,6,4
tehama,78.0,-122.13088,40.38944,2017-06-04,0.25,0.0,716.0,14.7,50.0,44.0,90.0,3.9,93.8,72.1,2017,63926.0,21.67717870464564,2949.0,100.0,0.0,0.0,0.0,0.0,0.0,44.0,50.0,0.0415778251599147,0.0,143.9,48.0,6,4
lassen,67.0,-120.1064,40.03392,2017-06-04,0.24,0.0,675.5,16.35,50.5625,43.625,95.0,3.9,93.55,72.85,2017,31163.0,6.862585333626955,4541.0,100.0,0.0,0.0,0.0,0.0,0.0,43.625,50.5625,0.0416889363976483,0.0,149.4625,49.5625,6,4
riverside,10.0,-116.88097,33.87107,2017-06-04,0.23,0.0,635.0,18.0,51.125,43.25,100.0,3.9,93.3,73.6,2017,2423266.0,336.1445415452906,7209.0,46.57,53.43,1.7,0.0,0.0,0.0,43.25,51.125,0.0418006430868167,0.0,155.025,51.125,6,4
contra costa,20.0,-122.2102,37.86549,2017-06-05,0.27,0.0,676.0,11.7,55.775,25.75000000000001,90.0,4.8,115.3,72.6,2017,1147439.0,1600.3333333333333,717.0,100.0,0.0,0.0,0.0,0.0,0.0,25.75000000000001,55.775,0.04163052905464,0.0,150.57500000000002,53.775,6,5
kern,10.0,-118.796513,35.564124,2017-06-05,0.29,0.0,736.0,11.4,54.75,36.7,82.0,4.0,96.2,77.1,2017,893119.0,109.78721573448064,8135.0,61.27,38.73,3.5,0.0,0.0,0.0,36.7,54.75,0.0415800415800415,0.0,140.75,51.15,6,5
butte,91.0,-121.64897,39.52499,2017-06-06,0.24,0.0,718.0,15.0,52.35,40.7,93.0,2.0,49.1,77.0,2017,229294.0,140.15525672371638,1636.0,100.0,0.0,0.0,0.0,0.0,0.0,40.7,52.35,0.0407331975560081,0.0,147.35,50.95,6,6
siskiyou,46.0,-122.4571,41.8721,2017-06-06,0.24,0.0,655.0,9.9,50.375,25.35,86.0,4.1,98.6,64.1,2017,43853.0,6.984073897117376,6279.0,100.0,0.0,0.0,0.0,0.0,0.0,25.35,50.375,0.0415821501014198,0.0,140.475,47.575,6,6
tulare,339.0,-118.87676,36.45809,2017-06-07,0.29,0.0,725.0,10.2,56.0,40.0,71.0,4.1,99.3,85.8,2017,464493.0,96.28793532338308,4824.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,56.0,0.0412890231621349,0.0,131.1,50.2,6,7
madera,157.0,-120.0193,37.12759,2017-06-07,0.26,0.0,613.0,11.8,54.425,32.650000000000006,84.0,5.0,120.1,76.1,2017,156890.0,73.41600374356575,2137.0,100.0,0.0,0.0,0.0,0.0,0.0,32.650000000000006,54.425,0.041631973355537,0.0,143.425,51.225,6,7
kern,206.0,-118.47939,35.59804,2017-06-10,0.23,0.0,616.0,10.9,43.2,49.6,70.0,5.4,128.6,77.3,2017,893119.0,109.78721573448064,8135.0,61.27,38.73,3.5,0.0,0.0,0.0,49.6,43.2,0.0419906687402799,0.0,118.6,37.2,6,10
kern,35.0,-118.84134,35.37351,2017-06-09,0.27,0.0,703.0,14.4,50.375,43.75,87.0,5.2,124.9,76.9,2017,893119.0,109.78721573448064,8135.0,61.27,38.73,3.5,0.0,0.0,0.0,43.75,50.375,0.0416333066453162,0.0,142.575,47.775,6,9
monterey,14.0,-120.52508,35.80375,2017-06-09,0.23,0.0,666.0,14.3,42.8,40.400000000000006,91.0,8.5,202.9,71.3,2017,437907.0,133.42687385740402,3282.0,74.06,25.94,0.0,0.0,0.0,0.0,40.400000000000006,42.8,0.0418925579103006,0.0,142.3,41.0,6,9
madera,1417.0,-119.8011,37.0825,2017-06-10,0.26,0.0,663.0,10.1,45.14999999999999,37.50000000000001,80.0,7.8,186.1,74.4,2017,156890.0,73.41600374356575,2137.0,100.0,0.0,0.0,0.0,0.0,0.0,37.50000000000001,45.14999999999999,0.0419129500268672,0.0,132.95,41.14999999999999,6,10
fresno,186.0,-120.405077,36.704679,2017-06-11,0.23,0.0,552.0,7.5,41.575,38.15,66.0,7.9,189.0,69.5,2017,989255.0,166.0381000335683,5958.0,78.55,21.45,0.0,0.0,0.0,0.0,38.15,41.575,0.0417989417989418,0.0,115.475,34.775000000000006,6,11
napa,22.0,-122.2654,38.68347,2017-06-13,0.24,0.0,659.0,12.6,50.2,26.000000000000007,98.0,3.4,82.7,64.3,2017,140973.0,187.4640957446809,752.0,100.0,0.0,0.0,0.0,0.0,0.0,26.000000000000007,50.2,0.0411124546553808,0.0,151.6,49.8,6,13
monterey,32.0,-120.983684,35.902149,2017-06-11,0.23,0.0,645.0,9.4,40.35,31.9,85.0,9.4,225.3,70.4,2017,437907.0,133.42687385740402,3282.0,74.06,25.94,0.0,0.0,0.0,0.0,31.9,40.35,0.041722148246782,0.0,134.75,37.35,6,11
fresno,450.0,-120.369347,36.616986,2017-06-11,0.23,0.0,552.0,7.5,41.575,38.15,66.0,7.9,189.0,69.5,2017,989255.0,166.0381000335683,5958.0,78.55,21.45,0.0,0.0,0.0,0.0,38.15,41.575,0.0417989417989418,0.0,115.475,34.775000000000006,6,11
fresno,76.0,-119.35901,36.8005,2017-06-11,0.23,0.0,552.0,7.5,41.575,38.15,66.0,7.9,189.0,69.5,2017,989255.0,166.0381000335683,5958.0,78.55,21.45,0.0,0.0,0.0,0.0,38.15,41.575,0.0417989417989418,0.0,115.475,34.775000000000006,6,11
tuolumne,38.0,-120.45268,37.85137,2017-06-11,0.235,0.0,604.0,9.8,46.53750000000001,36.975,76.5,5.9,141.7,70.6,2017,54248.0,24.42503376857272,2221.0,100.0,0.0,0.0,0.0,0.0,0.0,36.975,46.53750000000001,0.041637261820748,0.0,128.9375,41.837500000000006,6,11
riverside,33.0,-116.972036,33.584036,2017-06-13,0.24,0.0,656.0,12.1,51.5,35.800000000000004,87.0,3.9,94.4,71.7,2017,2423266.0,336.1445415452906,7209.0,46.57,53.43,1.7,0.0,0.0,0.0,35.800000000000004,51.5,0.0413135593220338,0.0,142.4,48.9,6,13
